Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches,-9999
742,José Welison,br BRA,MF,Fortaleza,26,1995,19.1,57.0,1.99,11.6,35.7,10.4,0.58,57.0,1.62,1.05,64.5,0.58,35.5,30.7,144.0,62.9,0.79,0.84,0.05,0.58,0.99,34.0,1.83,Matches,b6cb4d16
743,Weliton,cl CHI,MF,Juventude,16,2005,0.0,3,1,1,0,2,2,3,0,0,,0,,1,4,0,0,0,0,0,0,2,0,Matches,721322fb
744,Wellington,br BRA,DF,Avaí,26,1995,3.0,55.7,12.7,35.7,19.0,1.33,1.00,55.7,0.33,0.00,0.0,0.33,100.0,36.7,196.7,135.7,0.00,0.33,0.33,0.00,0.00,37.7,0.00,Matches,ed36f825
745,Welliton,br BRA,MFFW,Bragantino,21,2000,1.1,65.5,0.91,3.64,18.2,46.4,3.64,65.5,13.6,6.36,46.7,6.36,46.7,48.2,425.5,183.6,9.09,4.55,0.91,5.45,4.55,50.0,16.4,Matches,d1a7e953
746,Wendell,br BRA,MF,Ceará,19,2002,0.1,50.0,10.0,20.0,20.0,10.0,0.00,50.0,0.00,0.00,,0.00,,20.0,50.0,0.00,0.00,0.00,0.00,0.00,0.00,20.0,0.00,Matches,82b7e058
747,Werik,br BRA,FW,Bragantino,20,2001,5.7,28.6,1.23,1.58,14.7,12.3,5.44,28.6,1.75,0.53,30.0,0.53,30.0,15.3,76.1,21.1,0.88,0.35,0.53,3.86,2.98,17.4,5.96,Matches,8b20ba5f
748,Werton,br BRA,FW,Flamengo,18,2003,0.3,56.7,6.67,10.0,10.0,40.0,10.0,56.7,6.67,0.00,0.0,6.67,100.0,26.7,146.7,90.0,3.33,3.33,0.00,3.33,0.00,33.3,16.7,Matches,d07bde9d
749,Wescley,br BRA,MF,Ceará,30,1991,0.8,40.0,0.00,8.75,20.0,12.5,1.25,40.0,5.00,1.25,25.0,3.75,75.0,26.3,121.3,47.5,0.00,0.00,0.00,1.25,2.50,23.8,5.00,Matches,5a43c680
750,Wesley,br BRA,FW,Palmeiras,22,1999,7.2,47.2,1.39,5.69,15.0,27.2,6.39,47.2,5.69,2.36,41.5,3.19,56.1,28.9,194.0,95.4,4.72,0.97,2.08,3.33,1.39,29.4,10.1,Matches,434de3a3
751,Weverson,br BRA,MF,Bragantino,21,2000,0.5,36.0,0.00,2.00,14.0,20.0,2.00,36.0,2.00,0.00,0.0,2.00,100.0,14.0,72.0,22.0,0.00,4.00,0.00,2.00,4.00,12.0,4.00,Matches,b9829bf7
752,Weverton,br BRA,DF,Internacional,22,1999,0.5,82.0,2.00,20.0,26.0,36.0,0.00,82.0,0.00,0.00,,0.00,,38.0,88.0,24.0,0.00,0.00,0.00,0.00,0.00,44.0,8.00,Matches,6ae59cc2
753,Wéverton,br BRA,GK,Palmeiras,34,1987,34.0,32.7,26.4,32.4,0.35,0.00,0.00,32.7,0.00,0.00,,0.00,,19.0,101.5,67.9,0.00,0.00,0.00,0.09,0.00,15.6,0.00,Matches,81be82e9
754,Rafael William,br BRA,GK,Coritiba,20,2001,6.0,23.7,21.3,23.7,0.00,0.00,0.00,23.7,0.00,0.00,,0.00,,11.0,65.0,54.3,0.00,0.00,0.00,0.00,0.00,6.83,0.00,Matches,eb9f6c10
755,Willian,br BRA,FWMF,Fluminense,35,1986,5.3,48.9,1.13,6.42,22.5,20.9,4.53,48.9,3.58,1.51,42.1,2.08,57.9,24.2,141.5,45.1,1.51,1.13,0.38,2.83,1.89,31.3,6.79,Matches,1f85d0c8
756,Willian,br BRA,FW,Corinthians,33,1988,9.2,53.6,1.09,5.22,24.0,25.9,2.72,53.6,5.54,3.80,68.6,1.41,25.5,37.3,311.4,168.8,5.00,5.00,1.41,2.07,1.30,42.4,8.37,Matches,8b9ebd03
757,Xavier,br BRA,MF,Corinthians,21,2000,1.8,49.4,5.00,12.8,33.9,3.33,0.00,49.4,0.00,0.00,,0.00,,26.7,94.4,36.1,0.56,0.56,0.00,1.11,0.56,28.9,0.00,Matches,f16ed217
758,Samuel Xavier,br BRA,DF,Fluminense,31,1990,31.4,70.2,2.29,18.8,31.3,20.6,1.24,70.2,1.08,0.57,52.9,0.38,35.3,38.7,187.8,99.8,2.10,1.69,0.25,0.76,0.80,46.6,4.39,Matches,0c870df5
759,Yago,br BRA,MFDF,Fluminense,26,1995,12.6,60.6,2.22,12.9,27.5,20.5,2.22,60.6,1.35,0.40,29.4,0.87,64.7,35.6,149.3,69.1,1.51,1.03,0.24,2.14,1.67,42.9,6.03,Matches,e2add0e7
760,Ytalo,br BRA,FW,Bragantino,34,1988,6.9,20.6,1.16,1.59,9.86,9.13,2.46,20.6,0.14,0.00,0.0,0.14,100.0,12.0,46.7,20.3,0.87,0.72,0.72,0.29,0.14,13.2,3.19,Matches,423e3d0b
761,Marcos Ytalo,br BRA,DF,Ceará,25,1996,1.8,43.3,1.11,7.22,17.2,18.9,2.22,43.3,1.67,0.00,0.0,1.11,66.7,21.1,86.7,40.6,1.11,0.56,0.56,0.56,1.11,22.8,7.78,Matches,70053afc
762,Vinícius Zanocelo,br BRA,MF,Santos,21,2001,22.3,51.6,2.20,10.9,30.4,10.8,1.39,51.6,1.21,0.58,48.1,0.58,48.1,29.0,177.4,76.2,1.43,1.39,0.13,0.99,0.58,33.9,1.66,Matches,27457e83
763,Federico Zaracho,ar ARG,MFFW,Atlético Mineiro,23,1998,20.9,57.2,0.81,5.93,31.5,20.2,4.21,57.2,1.82,0.96,52.6,0.77,42.1,34.9,139.6,59.2,1.05,1.10,0.29,2.20,1.39,41.3,5.84,Matches,803d5265
